Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Winter 2011-12,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Sulfur Dioxide (SO2),1.5,1.7,1.6,,,
Winter 2012-13,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Sulfur Dioxide (SO2),0.7,0.9,0.8,,,
Winter 2013-14,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Sulfur Dioxide (SO2),1.4,1.7,1.5,,,
Winter 2014-15,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Sulfur Dioxide (SO2),0.5,0.7,0.6,,,
Winter 2015-16,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Sulfur Dioxide (SO2),0.3,0.3,0.3,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),4.5,4.9,4.7,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),3.1,3.3,3.2,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),3.9,4.2,4,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),1.9,2.1,2,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),1.1,1.2,1.2,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),1.3,1.4,1.4,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),0.5,0.6,0.6,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),6.5,11.3,8.2,,,
Winter 2009-10,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),4.2,7.3,5.3,,,
Winter 2010-11,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),5.4,9.3,6.8,,,
Winter 2011-12,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),3.3,5.9,4.3,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),2.1,3.9,2.8,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),2,3.4,2.5,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),1,1.7,1.3,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Sulfur Dioxide (SO2),0.3,0.5,0.4,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),3.1,4,3.6,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),2,2.6,2.4,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),2.5,3.2,2.9,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),1.1,1.5,1.3,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),0.6,0.8,0.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),0.9,1.1,1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),0.4,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),3.8,4.9,4.4,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),2.5,3.2,2.8,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),3.1,4,3.6,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),1.4,1.9,1.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),0.8,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),1,1.2,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),0.5,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),4,4.6,4.3,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),2.9,3.3,3.1,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),3.4,4,3.7,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),1.6,1.9,1.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),1,1.1,1.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),1.1,1.3,1.2,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),0.5,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),4,5.2,4.7,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),2.9,3.7,3.3,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),3.5,4.5,4.1,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),1.6,2.2,2,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),1.1,1.4,1.3,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),1.2,1.6,1.5,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),0.5,0.6,0.6,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),6.9,9.9,8.2,,,
Winter 2009-10,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),4.7,6.7,5.6,,,
Winter 2010-11,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),6,8.4,7,,,
Winter 2011-12,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),3.7,5.3,4.4,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),2.6,3.8,3.1,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),2.3,3.2,2.7,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),1,1.3,1.1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Sulfur Dioxide (SO2),0.3,0.4,0.4,,,
Winter 2008-09,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),5,10.1,7.3,,,
Winter 2009-10,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),3.3,6.7,4.9,,,
Winter 2010-11,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),4.2,8.5,6.2,,,
Winter 2011-12,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),2.6,5.1,3.8,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),1.5,3,2.3,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),1.6,3.3,2.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),0.7,1.3,1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Sulfur Dioxide (SO2),0.2,0.4,0.3,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),2.6,3.5,2.9,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),1.7,2.4,2,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),2.1,2.8,2.4,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),0.9,1.2,1,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),0.6,0.7,0.6,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),0.8,0.9,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),0.4,0.5,0.4,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),4.6,5,4.8,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),3,3.4,3.2,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),3.8,4.2,4,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),1.9,2,2,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),1,1.2,1.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),1.2,1.3,1.3,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),0.5,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),3.7,5.2,4.4,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),2.6,3.5,3,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),3.1,4.3,3.6,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),1.4,2,1.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),0.9,1.1,1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),1,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),0.4,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),5.5,9.5,7,,,
Winter 2009-10,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),3.8,6.6,4.8,,,
Winter 2010-11,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),4.7,8.2,6,,,
Winter 2011-12,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),2.9,5,3.7,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),2,3.4,2.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),1.9,3,2.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),0.8,1.2,1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Sulfur Dioxide (SO2),0.3,0.4,0.3,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),3.2,4.2,3.8,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),2.4,3.1,2.8,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),2.7,3.7,3.3,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),1.3,1.7,1.5,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),0.8,1.1,1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),0.9,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),0.4,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),4.9,8.1,6.3,,,
Winter 2009-10,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),3.5,5.8,4.5,,,
Winter 2010-11,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),4.4,7.2,5.6,,,
Winter 2011-12,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),2.2,3.6,2.8,,,
Winter 2012-13,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),1.4,2.3,1.8,,,
Winter 2013-14,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),1.9,2.9,2.4,,,
Winter 2014-15,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),0.7,1.1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Sulfur Dioxide (SO2),0.3,0.4,0.3,,,
Winter 2008-09,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),3.8,6,4.8,,,
Winter 2009-10,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),2.4,3.9,3,,,
Winter 2010-11,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),3.1,5,4,,,
Winter 2011-12,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),1.7,2.9,2.3,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),0.9,1.5,1.2,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),1.1,1.8,1.4,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),0.5,0.7,0.6,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Sulfur Dioxide (SO2),0.2,0.3,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),4,5.7,4.7,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),2.7,3.8,3.1,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),3.2,4.7,3.8,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),1.5,2.2,1.8,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),0.9,1.1,1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),1,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),0.5,0.6,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),2.6,3.6,3.2,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),1.9,2.6,2.3,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),2.1,3,2.7,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),1,1.4,1.2,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),0.6,0.9,0.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),0.7,1,0.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),0.4,0.4,0.4,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),3.9,5.8,4.5,,,
Winter 2009-10,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),2.6,4,3,,,
Winter 2010-11,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),3.3,5.1,3.9,,,
Winter 2011-12,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),1.7,2.5,2,,,
Winter 2012-13,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),1,1.5,1.2,,,
Winter 2013-14,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),1.6,2.3,1.9,,,
Winter 2014-15,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),0.6,0.9,0.7,,,
Winter 2015-16,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Sulfur Dioxide (SO2),0.2,0.3,0.3,,,
Winter 2008-09,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),10.9,14.9,12.7,,,
Winter 2009-10,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),7.1,9.6,8.2,,,
Winter 2010-11,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),9.1,12.3,10.5,,,
Winter 2011-12,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),5.9,8,6.8,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),4,5.2,4.5,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),3.2,4.4,3.8,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),1.4,2.1,1.8,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Sulfur Dioxide (SO2),0.5,0.7,0.6,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),4,4.7,4.4,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),2.6,3.1,2.9,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),3.4,3.9,3.7,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),1.8,2,1.9,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),0.9,1.1,1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),1.2,1.3,1.2,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),0.5,0.5,0.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),3.8,5,4.3,,,
Winter 2009-10,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),2.7,3.4,3,,,
Winter 2010-11,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),3.3,4.3,3.7,,,
Winter 2011-12,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),1.7,2.2,2,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),1.1,1.3,1.2,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),1.3,1.5,1.4,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),0.5,0.6,0.6,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Sulfur Dioxide (SO2),0.2,0.2,0.2,,,
Winter 2008-09,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),6,11.9,8.7,,,
Winter 2009-10,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),3.9,7.9,5.7,,,
Winter 2010-11,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),5,10,7.3,,,
Winter 2011-12,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),3,5.9,4.3,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),1.6,3.3,2.4,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),1.9,3.8,2.7,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),0.8,1.5,1.1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Sulfur Dioxide (SO2),0.3,0.5,0.4,,,
Winter 2008-09,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),7.5,12.6,10.4,,,
Winter 2009-10,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),5.1,8.3,6.9,,,
Winter 2010-11,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),6.4,10.6,8.8,,,
Winter 2011-12,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),4,6.7,5.5,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),2.8,4.7,3.9,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),2.3,3.8,3.2,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),1,1.6,1.4,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Sulfur Dioxide (SO2),0.3,0.5,0.5,,,
Winter 2008-09,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Sulfur Dioxide (SO2),3.5,4.5,4,,,
Winter 2009-10,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Sulfur Dioxide (SO2),2.4,3.2,2.8,,,
Winter 2010-11,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Sulfur Dioxide (SO2),3,4,3.4,,,
Winter 2011-12,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Sulfur Dioxide (SO2),1.5,1.9,1.7,,,
Winter 2012-13,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Sulfur Dioxide (SO2),0.7,1.1,0.9,,,
