Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (mcg per cubic meter),90th Percentile (mcg per cubic meter),Mean (mcg per cubic meter),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2018,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),7.9,9.3,8.3,,,
Summer 2019,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),7.2,8.8,7.8,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),8.7,10.2,9.2,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),7.2,8.6,7.7,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),7.6,8.8,8,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),7.5,8.9,7.9,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Fine Particulate Matter (PM2.5),6.6,8.3,7.2,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),9.4,10.1,9.7,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),7.6,8.5,8.1,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),9,9.8,9.4,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),8.2,8.9,8.6,,,
Summer 2019,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),7.6,8.1,7.8,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),9.8,10.6,10.2,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),8,8.7,8.3,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),7.8,8.4,8.1,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),8,8.6,8.2,,,
Winter 2018-19,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Fine Particulate Matter (PM2.5),6.9,7.6,7.2,,,
Summer 2015,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),10.3,11.8,11,,,
Summer 2016,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),9.2,10.6,9.8,,,
Summer 2017,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),10.2,11.5,10.8,,,
Summer 2018,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),9.1,10.8,9.8,,,
Summer 2019,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),8.8,11.3,9.9,,,
Winter 2014-15,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),10.2,11.6,10.8,,,
Winter 2015-16,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),9.6,10.9,10.2,,,
Winter 2016-17,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),8.6,10.1,9.3,,,
Winter 2017-18,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),9.4,10.9,10.1,,,
Winter 2018-19,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Fine Particulate Matter (PM2.5),8.1,10.5,9.2,,,
Summer 2015,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),8.7,9.6,9.1,,,
Summer 2016,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),7.1,8.1,7.6,,,
Summer 2017,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),8.3,9.1,8.6,,,
Summer 2018,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),8,8.7,8.3,,,
Summer 2019,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),7.2,8,7.5,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),8.2,9.1,8.6,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),7,7.9,7.4,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),7.6,8.4,7.9,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),7.4,8.2,7.7,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Jamaica,408,Fine Particulate Matter (PM2.5),6.5,7.5,6.9,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),9.2,10.4,9.6,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),7.5,8.7,8,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),9.1,10.1,9.5,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),7.9,8.8,8.3,,,
Summer 2019,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),7.5,8.3,7.8,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),9.8,10.8,10.2,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),8.1,9,8.4,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),7.5,8.6,7.9,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),7.7,8.5,8,,,
Winter 2018-19,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Fine Particulate Matter (PM2.5),6.8,8.1,7.2,,,
Summer 2015,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),9.5,12,10.5,,,
Summer 2016,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),8.3,10.8,9.2,,,
Summer 2017,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),9.3,11.7,10.2,,,
Summer 2018,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),8.5,10.9,9.4,,,
Summer 2019,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),8.3,10.9,9.3,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),9.5,11.9,10.4,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),8,10.8,9.1,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),8,10.3,8.8,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),8.2,10.9,9.3,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Fine Particulate Matter (PM2.5),7.5,10.2,8.6,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),9.3,10.7,9.7,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),7.5,8.8,7.9,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),8.9,10.1,9.3,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),8.1,8.6,8.3,,,
Summer 2019,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),7.5,8,7.7,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),9.7,11.1,10.1,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),7.9,9.2,8.3,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),7.8,9,8.1,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),7.9,8.5,8.1,,,
Winter 2018-19,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Fine Particulate Matter (PM2.5),6.9,7.7,7.2,,,
Summer 2015,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),8.4,9.3,8.8,,,
Summer 2016,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),7.5,8.5,7.9,,,
Summer 2017,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),7.8,8.8,8.3,,,
Summer 2018,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),7.3,8,7.6,,,
Summer 2019,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),7.3,8,7.6,,,
Winter 2014-15,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),8,9.1,8.6,,,
Winter 2015-16,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),6.9,8.3,7.7,,,
Winter 2016-17,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),6.9,7.6,7.2,,,
Winter 2017-18,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),7.6,8.3,7.9,,,
Winter 2018-19,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Fine Particulate Matter (PM2.5),6.3,7,6.6,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),9,10.5,9.7,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),7.3,8.9,8.1,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),8.6,10,9.3,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),7.9,8.9,8.4,,,
Summer 2019,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),7.3,8.3,7.8,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),9.1,10.7,9.9,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),7.3,8.9,8.1,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),7.6,8.8,8.2,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),7.6,8.6,8.1,,,
Winter 2018-19,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Fine Particulate Matter (PM2.5),6.7,7.9,7.3,,,
Summer 2015,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),8.8,9.9,9.3,,,
Summer 2016,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),7.5,8.7,8.1,,,
Summer 2017,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),8.4,9.4,8.8,,,
Summer 2018,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),7.9,8.7,8.3,,,
Summer 2019,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),7.5,8.3,7.9,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),8.6,9.7,9.1,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),7.6,8.7,8.1,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),7.5,8.5,7.9,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),7.7,8.5,8.1,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Fine Particulate Matter (PM2.5),6.7,7.6,7.2,,,
Summer 2015,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),8.2,8.4,8.3,,,
Summer 2016,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),6.7,7,6.9,,,
Summer 2017,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),7.6,7.8,7.7,,,
Summer 2018,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),7.5,8,7.8,,,
Summer 2019,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),6.9,7.1,7,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),7.3,7.5,7.4,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),5.8,6.1,5.9,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),7,7.5,7.3,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),6.9,7.1,7,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Rockaways,410,Fine Particulate Matter (PM2.5),6.1,6.5,6.3,,,
Summer 2015,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),9.6,11.2,10.3,,,
Summer 2016,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),8.1,9.8,8.9,,,
Summer 2017,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),9.4,11.1,10.2,,,
Summer 2018,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),8.5,9.9,9.1,,,
Summer 2019,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),7.8,9.5,8.4,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),9.9,11.5,10.6,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),8.1,9.7,8.8,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),8.1,9.5,8.7,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),8.1,9.5,8.7,,,
Winter 2018-19,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Fine Particulate Matter (PM2.5),7.1,9,7.9,,,
Summer 2015,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),8.5,9,8.8,,,
Summer 2016,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),6.8,7.4,7.1,,,
Summer 2017,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),8.1,8.6,8.3,,,
Summer 2018,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),7.9,8.3,8.1,,,
Summer 2019,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),7,7.4,7.2,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),7.9,8.5,8.2,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),6.5,7.2,6.9,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),7.5,7.9,7.7,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),7.2,7.6,7.5,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Southeast Queens,409,Fine Particulate Matter (PM2.5),6.5,7.1,6.7,,,
Summer 2015,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),8.2,9.3,8.6,,,
Summer 2016,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),7.3,8.4,7.7,,,
Summer 2017,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),7.6,8.8,8.1,,,
Summer 2018,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),7.1,7.9,7.5,,,
Summer 2019,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),6.9,7.7,7.3,,,
Winter 2014-15,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),7.7,9.1,8.3,,,
Winter 2015-16,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),6.7,8.3,7.4,,,
Winter 2016-17,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),6.6,7.6,7,,,
Winter 2017-18,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),7.4,8.2,7.7,,,
Winter 2018-19,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Fine Particulate Matter (PM2.5),6.1,7,6.5,,,
Summer 2015,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),8.5,9.4,8.9,,,
Summer 2016,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),7.2,8.1,7.6,,,
Summer 2017,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),8,8.9,8.4,,,
Summer 2018,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),7.7,8.3,8,,,
Summer 2019,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),7.3,7.8,7.5,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),8,9.1,8.5,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),7,8.1,7.5,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),7.3,8.1,7.7,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),7.3,8,7.6,,,
Winter 2018-19,Neighborhood (UHF 34),Queens, Southwest Queens,407,Fine Particulate Matter (PM2.5),6.5,7.2,6.9,,,
Summer 2015,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),9,11.1,10,,,
Summer 2016,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),7.9,10,8.9,,,
Summer 2017,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),8.8,10.9,9.8,,,
Summer 2018,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),7.9,9.7,8.8,,,
Summer 2019,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),7.8,9.9,8.9,,,
Winter 2014-15,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),8.6,10.8,9.6,,,
Winter 2015-16,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),8.3,10.6,9.3,,,
Winter 2016-17,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),7.4,9.3,8.3,,,
Winter 2017-18,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),8.3,10.3,9.3,,,
Winter 2018-19,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Fine Particulate Matter (PM2.5),6.8,9.2,8,,,
Summer 2015,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),9.6,11.6,10.7,,,
Summer 2016,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),8.4,10.3,9.5,,,
Summer 2017,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),9.5,11,10.3,,,
Summer 2018,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),8.4,10.6,9.5,,,
Summer 2019,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),8.8,11.5,9.9,,,
Winter 2014-15,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),9.5,11.5,10.6,,,
Winter 2015-16,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),8.9,10.7,9.9,,,
Winter 2016-17,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),7.9,9.6,8.8,,,
Winter 2017-18,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),8.7,10.8,9.8,,,
Winter 2018-19,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Fine Particulate Matter (PM2.5),8.2,12,9.8,,,
Summer 2015,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),10.3,13.2,11.7,,,
Summer 2016,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),9.1,11.8,10.4,,,
Summer 2017,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),10,12,10.9,,,
Summer 2018,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),9.4,12.7,10.8,,,
Summer 2019,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),8.8,12.1,10.1,,,
Winter 2014-15,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),10.4,13.3,11.8,,,
Winter 2015-16,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),8.8,11.5,10.1,,,
Winter 2016-17,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),8.6,11.1,9.8,,,
Winter 2017-18,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),9.2,12.5,10.6,,,
Winter 2018-19,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Fine Particulate Matter (PM2.5),8.4,12.9,10.2,,,
Summer 2015,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),10.1,10.7,10.4,,,
Summer 2016,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),8.8,9.4,9.1,,,
Summer 2017,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),9.9,10.3,10.1,,,
Summer 2018,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),9.2,9.7,9.5,,,
Summer 2019,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),8.2,8.9,8.6,,,
Winter 2014-15,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),10.3,10.8,10.6,,,
Winter 2015-16,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),8.6,9.2,8.8,,,
Winter 2016-17,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),8.3,8.8,8.6,,,
Winter 2017-18,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),8.9,9.6,9.2,,,
Winter 2018-19,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Fine Particulate Matter (PM2.5),7.7,8.6,8.2,,,
Summer 2015,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),9.4,10.6,9.9,,,
Summer 2016,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),7.9,9.2,8.4,,,
Summer 2017,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),9.4,10.5,9.9,,,
Summer 2018,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),8.3,9.1,8.7,,,
Summer 2019,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),7.8,8.9,8.2,,,
Winter 2014-15,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),9.9,11,10.3,,,
Winter 2015-16,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),8.1,9.2,8.5,,,
Winter 2016-17,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),7.8,8.8,8.2,,,
Winter 2017-18,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),7.9,8.9,8.3,,,
Winter 2018-19,Neighborhood (UHF 34),Manhattan, Washington Heights,301,Fine Particulate Matter (PM2.5),7.2,9.2,7.8,,,
Summer 2015,Neighborhood (UHF 34),Queens, West Queens,402,Fine Particulate Matter (PM2.5),9.1,11.9,10,,,
Summer 2016,Neighborhood (UHF 34),Queens, West Queens,402,Fine Particulate Matter (PM2.5),7.8,10.7,8.7,,,
