Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (absorbance units),90th Percentile (absorbance units),Mean (absorbance units),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2017,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1,1.2,1.1,,,
Summer 2018,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.3,1.5,1.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.3,1.5,1.5,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1.1,1.2,1.1,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,1,1.2,1.1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,0.9,1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Black Carbon,0.8,0.9,0.9,,,
Summer 2012,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.8,1.2,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.8,1.2,1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.7,1.1,0.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.7,1.1,0.9,,,
Summer 2016,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.6,1.1,0.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.7,1,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.7,1.1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.6,1,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.6,1.1,0.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.7,1.1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.6,0.9,0.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,1,1.2,1.1,,,
Summer 2013,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,1,1.2,1.1,,,
Summer 2014,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.9,1.1,1,,,
Summer 2015,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.9,1.1,1,,,
Summer 2016,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.8,1,0.9,,,
Summer 2017,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.9,1,1,,,
Summer 2018,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.9,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,1,1.1,1,,,
Winter 2014-15,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.8,1,0.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.8,1,0.9,,,
Winter 2016-17,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.8,0.9,0.8,,,
Winter 2017-18,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Black Carbon,0.8,0.9,0.9,,,
Summer 2012,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1.2,1.6,1.4,,,
Summer 2013,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1.1,1.7,1.4,,,
Summer 2014,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1.1,1.7,1.4,,,
Summer 2015,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1.1,1.6,1.3,,,
Summer 2016,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1,1.6,1.2,,,
Summer 2017,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1,1.4,1.1,,,
Summer 2018,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1.2,1.5,1.3,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1,1.6,1.2,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1.1,1.6,1.3,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1,1.4,1.2,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,0.9,1.4,1.1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,0.8,1.1,0.9,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Black Carbon,1,1.2,1.1,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.9,1.1,1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.8,1,0.9,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,1,0.8,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,0.9,0.8,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,0.9,0.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,0.8,0.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.9,1,0.9,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,0.9,0.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,0.8,0.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.7,0.9,0.8,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.6,0.7,0.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Black Carbon,0.6,0.7,0.7,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.7,1.1,0.9,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.7,1,0.8,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.5,0.9,0.7,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.6,0.9,0.7,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.6,0.9,0.7,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.5,0.9,0.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.4,0.8,0.6,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.7,1,0.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.5,0.8,0.6,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.5,0.8,0.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.6,0.9,0.7,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.4,0.8,0.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Black Carbon,0.5,0.8,0.6,,,
Summer 2012,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.8,1.2,1,,,
Summer 2013,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.8,1.2,1,,,
Summer 2014,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,1.1,0.9,,,
Summer 2015,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,1.1,0.9,,,
Summer 2016,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,1,0.9,,,
Summer 2018,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.8,1.2,0.9,,,
Winter 2013-14,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.9,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,1.1,0.8,,,
Winter 2015-16,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.6,0.9,0.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Black Carbon,0.7,0.9,0.7,,,
Summer 2012,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.2,1.4,1.3,,,
Summer 2013,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.2,1.5,1.4,,,
Summer 2014,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.2,1.5,1.3,,,
Summer 2015,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.1,1.4,1.3,,,
Summer 2016,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1,1.3,1.2,,,
Summer 2017,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.1,1.3,1.2,,,
Summer 2018,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,0.9,1.1,1,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.5,1.8,1.6,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.3,1.6,1.4,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1.1,1.3,1.2,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,1,1.3,1.1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,0.9,1.1,1,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Black Carbon,0.9,1,1,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,1.1,1.5,1.3,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,1.1,1.4,1.2,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,1,1.4,1.2,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,1,1.4,1.1,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.9,1.3,1.1,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.9,1.1,1,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.9,1.2,1,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.9,1.3,1.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,1,1.3,1.1,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.9,1.3,1.1,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.9,1.2,1,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.7,0.9,0.8,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.2,1.6,1.4,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.2,1.6,1.4,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.6,1.4,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.5,1.3,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.5,1.3,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.4,1.2,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.3,1.2,,,
Winter 2012-13,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.5,1.3,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.5,1.3,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1.1,1.5,1.3,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1,1.4,1.2,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,0.9,1.2,1.1,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Black Carbon,1,1.3,1.1,,,
Summer 2012,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.4,2,1.7,,,
Summer 2013,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.4,2.2,1.9,,,
Summer 2014,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.4,2.3,1.9,,,
Summer 2015,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.3,2,1.7,,,
Summer 2016,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.3,2.1,1.7,,,
Summer 2017,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.2,1.6,1.4,,,
Summer 2018,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.2,1.4,1.3,,,
Winter 2012-13,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.3,2,1.7,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.4,2,1.7,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.2,1.7,1.5,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1.2,1.8,1.5,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,0.9,1.2,1.1,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Black Carbon,1,1.2,1.1,,,
Summer 2012,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.2,1.4,1.3,,,
Summer 2013,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.2,1.4,1.3,,,
Summer 2014,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.2,1.4,1.3,,,
Summer 2015,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.1,1.3,1.2,,,
Summer 2016,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.1,1.2,1.1,,,
Summer 2017,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.1,1.2,1.2,,,
Summer 2018,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,0.9,1.1,1,,,
Winter 2012-13,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.5,1.7,1.6,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.4,1.5,1.4,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1.1,1.3,1.1,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1,1.2,1.1,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,1,1.1,1,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Black Carbon,0.9,1,1,,,
Summer 2012,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.8,1.1,0.9,,,
Summer 2013,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.8,1.1,0.9,,,
Summer 2014,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,0.9,0.8,,,
Summer 2015,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,1,0.8,,,
Summer 2016,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,0.9,0.8,,,
Summer 2017,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,0.8,0.7,,,
Summer 2018,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,0.8,0.7,,,
Winter 2012-13,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,1,0.8,,,
Winter 2013-14,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.9,1.1,1,,,
Winter 2014-15,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,0.9,0.8,,,
Winter 2015-16,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.6,0.7,0.7,,,
Winter 2017-18,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Black Carbon,0.6,0.7,0.7,,,
Summer 2012,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Black Carbon,0.9,1.6,1.3,,,
Summer 2013,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Black Carbon,0.9,1.6,1.3,,,
Summer 2014,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Black Carbon,0.8,1.5,1.2,,,
Summer 2015,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Black Carbon,0.8,1.5,1.2,,,
Summer 2016,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Black Carbon,0.7,1.4,1.1,,,
Summer 2017,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Black Carbon,0.9,1.5,1.3,,,
