Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2013,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),18.3,20.3,19.4,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),16,18.1,17.1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),15.5,17.6,16.6,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),14.8,17.2,16,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),14.6,16.8,15.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),13.4,16.2,14.8,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),13.6,17,15.3,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),28.9,30.6,29.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),25.8,27.4,26.6,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),24.3,26.1,25.2,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),25.8,27.1,26.4,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),25.8,27.6,26.7,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitrogen Dioxide (NO2),22.8,24.9,23.8,,,
Summer 2013,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),15.7,19.7,18.1,,,
Summer 2014,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),15.2,18.8,17.3,,,
Summer 2015,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),15.4,18.8,17.4,,,
Summer 2016,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),14.3,17.7,16.3,,,
Summer 2017,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),14.4,18.1,16.6,,,
Summer 2018,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),12.9,16.1,14.8,,,
Summer 2019,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),12.1,15.1,13.9,,,
Winter 2013-14,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),25.2,28.8,27.3,,,
Winter 2014-15,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),23.2,26.6,25.2,,,
Winter 2015-16,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),21.6,25.1,23.6,,,
Winter 2016-17,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),25.9,28.6,27.5,,,
Winter 2017-18,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),23.2,26.5,25.2,,,
Winter 2018-19,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitrogen Dioxide (NO2),20.2,23.3,22,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),12.3,15.6,14.2,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),12.7,15.2,14.2,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),12.2,14.6,13.6,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),12,14.4,13.3,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),11.7,13.9,13,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),10.4,12.7,11.6,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),11.7,13.8,12.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),26.3,28.3,27.6,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),24.4,26.2,25.5,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),22,23.9,23.2,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),23.4,25.3,24.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),21.5,24.2,22.9,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitrogen Dioxide (NO2),19.7,21.8,20.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),14.1,17.9,16.3,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),13.8,16.6,15.4,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),13.2,16,14.8,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),12.8,15.9,14.6,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),12.5,15.2,14,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),11.2,14.3,13,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),12.1,15.6,14,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),27.1,29.2,28.3,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),24.9,26.7,25.9,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),22.7,24.8,23.9,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),24.2,26,25.2,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),22.7,25.9,24.6,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitrogen Dioxide (NO2),20.6,23.2,22.1,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),16.7,18.5,17.7,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),14.5,16.2,15.5,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),14,15.7,15,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),13.2,15,14.2,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),13.3,15,14.3,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),12.4,13.8,13.2,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),12.5,13.8,13.2,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),27.9,29.5,28.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),25,26.5,25.9,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),23.3,24.9,24.2,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),25,26.2,25.7,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),25,26.2,25.7,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitrogen Dioxide (NO2),22.1,23.4,22.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),15.3,19.5,18.1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),12.9,17.3,15.9,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),12.8,16.8,15.5,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),12,16.2,14.8,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),12,16,14.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),11.2,16.7,14.1,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),11.6,17.7,14.8,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),26.5,30.1,29,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),23.5,26.9,25.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),22.1,25.6,24.5,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),23.6,27,25.9,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),23.9,28.6,26.5,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitrogen Dioxide (NO2),21.2,26.5,23.9,,,
Summer 2013,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),19.5,23.6,21.6,,,
Summer 2014,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),17.6,21.5,19.7,,,
Summer 2015,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),17.5,20.6,19.1,,,
Summer 2016,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),16.6,19.7,18.2,,,
Summer 2017,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),17.2,20.6,19,,,
Summer 2018,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),15.2,18.4,16.9,,,
Summer 2019,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),15.3,18,16.8,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),28.1,31.6,30,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),25.3,28.2,26.8,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),24.3,27.2,25.8,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),27.1,30,28.7,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),26.3,28.7,27.6,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitrogen Dioxide (NO2),23.6,25.7,24.8,,,
Summer 2013,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),21.9,33,27.4,,,
Summer 2014,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),20.2,30.7,25.4,,,
Summer 2015,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),19.5,27.4,23.4,,,
Summer 2016,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),19.2,26.7,23,,,
Summer 2017,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),19.5,28.1,23.8,,,
Summer 2018,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),19.5,26.6,22.8,,,
Summer 2019,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),21,26.3,23.5,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),30.9,38.6,34.8,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),27.6,33.7,30.7,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),26.6,32.4,29.6,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),27.9,34.5,31.2,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),27.2,33.4,30.2,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitrogen Dioxide (NO2),25.9,30.8,28.3,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),7.1,11.6,9.5,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),8.4,12.5,10.7,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),7.8,11.7,10,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),7.4,11.1,9.5,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),7.5,11.4,9.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),6.5,9.8,8.4,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),7.9,10.8,9.6,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),22.7,26.5,24.9,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),21,24.6,23.1,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),18.3,21.9,20.3,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),20.1,23.8,22.2,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),17.1,20.3,18.9,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitrogen Dioxide (NO2),16.1,19.1,17.8,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),18.2,20.6,19.4,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),16,18.3,17.1,,,
Summer 2015,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),15.4,17.8,16.6,,,
Summer 2016,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),14.8,17.4,16,,,
Summer 2017,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),14.6,16.9,15.7,,,
Summer 2018,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),13.3,15.9,14.6,,,
Summer 2019,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),13.5,16.7,15.1,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),28.9,30.7,29.8,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),25.9,27.6,26.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),24.3,26.2,25.2,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),25.7,27.2,26.4,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),25.7,27.5,26.5,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitrogen Dioxide (NO2),22.7,24.6,23.6,,,
Summer 2013,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),14.8,18.6,16.7,,,
Summer 2014,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),13.5,16.8,15,,,
Summer 2015,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),13.1,16.2,14.6,,,
Summer 2016,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),12.5,15.6,14,,,
Summer 2017,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),12.2,15.5,13.8,,,
Summer 2018,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),11.3,13.7,12.5,,,
Summer 2019,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),11.7,13.8,12.7,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),27,29.9,28.4,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),24.6,27.2,25.8,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),22.6,25.3,23.9,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),24.2,26.5,25.3,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),23.6,25.8,24.6,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitrogen Dioxide (NO2),20.9,22.9,21.9,,,
Summer 2013,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),18.4,22.2,20.6,,,
Summer 2014,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),16.9,20.6,19.1,,,
Summer 2015,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),16.7,19.8,18.6,,,
Summer 2016,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),15.9,19,17.7,,,
Summer 2017,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),16.5,19.9,18.5,,,
Summer 2018,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),14.8,17.4,16.4,,,
Summer 2019,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),15.3,17.7,16.7,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),28.2,31.4,30.1,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),25.2,28.1,26.9,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),24.2,27,25.9,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),26.4,29.1,28,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),25.4,27.7,26.7,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitrogen Dioxide (NO2),23.2,25.3,24.4,,,
Summer 2013,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),12.3,18.3,16.1,,,
Summer 2014,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),10,15.9,13.7,,,
Summer 2015,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),9.9,15.6,13.4,,,
Summer 2016,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),9.1,14.7,12.6,,,
Summer 2017,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),9.4,15.2,13,,,
Summer 2018,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),8.7,13.3,11.6,,,
Summer 2019,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),9,13.2,11.6,,,
Winter 2013-14,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),24.1,29.6,27.5,,,
Winter 2014-15,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),21.4,26.7,24.7,,,
Winter 2015-16,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),19.7,25,23,,,
Winter 2016-17,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),21.6,26.1,24.6,,,
Winter 2017-18,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),21.1,25.8,24.1,,,
Winter 2018-19,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitrogen Dioxide (NO2),18.6,22.8,21.2,,,
Summer 2013,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),18.1,20.8,19.4,,,
Summer 2014,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),16.4,18.9,17.6,,,
Summer 2015,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),16.1,18.3,17.1,,,
Summer 2016,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),15.4,17.5,16.4,,,
Summer 2017,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),15.6,18,16.7,,,
Summer 2018,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),14.1,15.6,14.9,,,
Summer 2019,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),14.3,15.7,15,,,
Winter 2013-14,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),29.4,31.7,30.4,,,
Winter 2014-15,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),26,28.2,26.9,,,
Winter 2015-16,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),24.8,26.9,25.7,,,
Winter 2016-17,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),26.8,28.3,27.6,,,
Winter 2017-18,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),26.4,27.7,27.1,,,
Winter 2018-19,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitrogen Dioxide (NO2),23.2,24.4,23.9,,,
Summer 2013,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),25.4,29.9,27.8,,,
Summer 2014,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),22.9,27.1,25.1,,,
Summer 2015,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),21.2,24.6,23,,,
Summer 2016,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),21.1,24.3,22.9,,,
Summer 2017,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),21.1,24.7,23,,,
Summer 2018,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),20.1,23.5,22,,,
Summer 2019,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),21.6,24.6,23.3,,,
Winter 2013-14,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),32.8,36.1,34.5,,,
Winter 2014-15,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),28.9,31.7,30.4,,,
Winter 2015-16,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),27.6,30.4,29.1,,,
Winter 2016-17,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),28.6,31.8,30.4,,,
Winter 2017-18,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),28.6,31.5,30.2,,,
Winter 2018-19,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitrogen Dioxide (NO2),26.4,29.1,27.9,,,
Summer 2013,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),14,17.8,15.6,,,
Summer 2014,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitrogen Dioxide (NO2),13.4,16.2,14.6,,,
